Date,Portfolio,Benchmark
2022-04-11,1.3566340403003252,1.5591120201610673
2022-04-12,1.3537461668209718,1.555194146516682
2022-04-13,1.362789447467629,1.5734837422283001
2022-04-14,1.356513388609499,1.562527287912772
2022-04-18,1.3546886188347902,1.558269422952134
2022-04-19,1.3748067377408708,1.5876159074028349
2022-04-20,1.3894353561578117,1.5978510009985003
2022-04-21,1.3686760352178864,1.5733541507592723
2022-04-22,1.3325242201820455,1.5297103763507418
2022-04-25,1.341280400874248,1.535044030786365
2022-04-26,1.318018348955178,1.4974761269015904
2022-04-27,1.3197525155322078,1.5000371050022232
2022-04-28,1.3415926196086037,1.527747274315124
2022-04-29,1.2948230811610013,1.4797153499182334
2022-05-02,1.2883818159872007,1.4846630985820477
2022-05-03,1.296500637817818,1.4949608060083437
2022-05-04,1.3239153136282495,1.537424763713227
2022-05-05,1.290661883928057,1.4881360156473882
2022-05-06,1.2810038044382925,1.4737144995049707
2022-05-09,1.2372361340031124,1.4264751956409703
2022-05-10,1.2409083744428637,1.425712179734754
2022-05-11,1.2342875670070554,1.406660292750239
2022-05-12,1.2340874303881688,1.4138967812583387
2022-05-13,1.265019468794995,1.4499452816871892
2022-05-16,1.2568064482913526,1.4433849232254479
2022-05-17,1.2736423981330196,1.4738245273066986
2022-05-18,1.2250006863345382,1.4170352995579594
2022-05-19,1.224788880410247,1.4159547635548624
2022-05-20,1.2310329819876038,1.4171288447415364
2022-05-23,1.2522777905172513,1.4365509882077907
2022-05-24,1.2605320488628329,1.4257147760470619
2022-05-25,1.2652069339945127,1.4435371814946585
2022-05-26,1.2890344533725846,1.4749885054115317
2022-05-27,1.3133047294173101,1.5105549182344276
2022-05-31,1.2983406774405681,1.4955978975482216
2022-06-01,1.2888530925387394,1.4802941076933414
2022-06-02,1.3027069489880223,1.5096021958981725
2022-06-03,1.2894953086573513,1.4910738236057222
2022-06-06,1.2862989179060278,1.4957146754566482
2022-06-07,1.3003499232790765,1.5109803665389099
2022-06-08,1.277534704953858,1.4891430366917195
2022-06-09,1.2506535849552642,1.455509221478819
2022-06-10,1.2419813879619794,1.4163468752005723
2022-06-13,1.2041608822548027,1.3579865886552107
2022-06-14,1.1902956082944425,1.3503297921130804
2022-06-15,1.1944758701031588,1.3659448807073684
2022-06-16,1.1777091811609208,1.3164700906016586
2022-06-17,1.1750329415949274,1.3208846539194992
2022-06-21,1.1994117469477132,1.344906626434252
2022-06-22,1.1984031947992813,1.3430353296537099
2022-06-23,1.2032397835511566,1.3549210971940848
2022-06-24,1.235629200222163,1.3996293930199954
2022-06-27,1.2502581519860159,1.3989779711012862
2022-06-28,1.2493536598529296,1.3774254763435287
